DEL NORTE 2E	maxt	mint	pcpn	snow
2019-01-23	27	4	0.00	0.0
2019-01-24	22	1	0.00	0.0
2019-01-25	25	2	0.00	0.0
2019-01-26	24	3	0.00	0.0
2019-01-27	28	5	0.00	0.0
2019-01-28	27	1	0.00	0.0
2019-01-29	34	-0	0.00	0.0
2019-01-30	21	-2	0.00	0.0
2019-01-31	29	-3	0.00	0.0
2019-02-01	23	2	0.00	0.0
2019-02-02	24	6	0.00	0.0
2019-02-03	27	6	0.00	0.0
2019-02-04	42	19	T	T
2019-02-05	42	20	T	T
2019-02-06	39	26	0.01	0.2
2019-02-07	39	7	0.03	0.3
2019-02-08	25	-0	0.00	0.0
2019-02-09	21	-0	0.00	0.0
2019-02-10	33	2	0.00	0.0
2019-02-11	32	8	0.00	0.0
2019-02-12	32	3	0.00	0.0
2019-02-13	28	5	0.00	0.0
2019-02-14	41	9	0.00	0.0
2019-02-15	37	23	0.22	2.4
2019-02-16	43	18	0.00	0.0
2019-02-17	33	4	T	T
2019-02-18	21	5	T	T
2019-02-19	25	6	T	T
2019-02-20	27	2	T	T
2019-02-21	21	4	0.00	0.0
2019-02-22	28	11	T	T
2019-02-23	34	17	0.02	0.3
2019-02-24	34	6	0.00	0.0
2019-02-25	27	6	0.00	0.0
2019-02-26	32	7	0.00	0.0
2019-02-27	36	15	0.00	0.0
2019-02-28	39	20	0.00	0.0
2019-03-01	45	24	0.00	0.0
2019-03-02	49	26	0.00	0.0
2019-03-03	49	29	0.02	0.2
2019-03-04	47	29	0.13	2.1
2019-03-05	47	20	T	T
2019-03-06	42	23	0.00	0.0
2019-03-07	52	26	T	T
2019-03-08	50	26	0.00	0.0
2019-03-09	49	25	0.06	0.4
2019-03-10	43	22	0.00	0.0
2019-03-11	50	22	0.01	0.2
2019-03-12	45	27	1.24	14.5
2019-03-13	42	32	0.37	T
2019-03-14	40	14	0.00	0.0
2019-03-15	36	14	0.00	0.0
2019-03-16	33	14	0.00	0.0
2019-03-17	42	18	0.00	0.0
2019-03-18	49	22	0.00	0.0
2019-03-19	51	23	0.00	0.0
2019-03-20	50	23	0.00	0.0
2019-03-21	51	23	0.00	0.0
2019-03-22	51	24	0.14	0.2
2019-03-23	45	24	T	T
2019-03-24	52	25	0.00	0.0
2019-03-25	51	24	0.00	0.0
2019-03-26	57	24	0.00	0.0
2019-03-27	61	24	0.00	0.0
2019-03-28	67	30	0.00	0.0
2019-03-29	64	30	0.00	0.0
2019-03-30	52	21	T	T
2019-03-31	45	19	T	T
2019-04-01	33	18	0.09	0.6
2019-04-02	50	19	0.00	0.0
2019-04-03	57	27	0.00	0.0
2019-04-04	53	27	0.00	0.0
2019-04-05	61	28	0.00	0.0
2019-04-06	57	30	0.00	0.0
2019-04-07	63	29	0.00	0.0
2019-04-08	65	31	0.00	0.0
2019-04-09	68	33	0.00	0.0
2019-04-10	68	36	T	0.0
2019-04-11	49	31	T	0.0
2019-04-12	45	15	0.00	0.0
2019-04-13	45	16	0.00	0.0
2019-04-14	48	19	T	T
2019-04-15	61	19	0.00	0.0
2019-04-16	64	28	0.00	0.0
2019-04-17	61	33	0.00	0.0
2019-04-18	60	29	0.00	0.0
2019-04-19	61	33	0.00	0.0
2019-04-20	70	33	0.00	0.0
2019-04-21	68	30	0.00	0.0
2019-04-22	63	28	0.00	0.0
2019-04-23	64	32	0.79	1.1
2019-04-24	53	33	0.08	0.0
2019-04-25	63	33	0.00	0.0
2019-04-26	67	36	0.00	0.0
2019-04-27	67	35	0.01	0.0
2019-04-28	67	34	0.00	0.0
2019-04-29	66	32	0.00	0.0
2019-04-30	62	37	0.30	0.0
2019-05-01	54	35	T	0.0
2019-05-02	55	32	T	T
2019-05-03	61	27	0.00	0.0
2019-05-04	62	32	0.00	0.0
2019-05-05	64	34	T	0.0
2019-05-06	65	35	0.00	0.0
2019-05-07	67	35	0.00	0.0
2019-05-08	64	34	0.00	0.0
2019-05-09	59	29	0.85	5.8
2019-05-10	38	29	0.17	0.5
2019-05-11	44	31	0.02	0.0
2019-05-12	60	34	0.00	0.0
2019-05-13	63	36	0.00	0.0
2019-05-14	67	40	0.03	0.0
2019-05-15	70	40	0.00	0.0
2019-05-16	71	42	0.00	0.0
2019-05-17	70	43	T	0.0
2019-05-18	57	31	0.00	0.0
2019-05-19	56	26	0.00	0.0
2019-05-20	60	32	0.00	0.0
2019-05-21	53	32	0.00	0.0
2019-05-22	54	30	0.00	0.0
2019-05-23	53	35	0.00	0.0
2019-05-24	64	26	T	0.0
2019-05-25	61	27	0.00	0.0
2019-05-26	69	32	0.00	0.0
2019-05-27	70	31	T	0.0
2019-05-28	63	31	T	0.0
2019-05-29	59	30	0.00	0.0
2019-05-30	59	30	0.05	0.0
2019-05-31	61	34	0.11	0.0
2019-06-01	68	34	0.00	0.0
2019-06-02	74	39	0.00	0.0
2019-06-03	68	40	0.01	0.0
2019-06-04	71	40	0.00	0.0
2019-06-05	71	39	T	0.0
2019-06-06	65	42	0.00	0.0
2019-06-07	74	43	T	0.0
2019-06-08	78	43	0.00	0.0
2019-06-09	78	40	0.00	0.0
2019-06-10	77	33	0.00	0.0
2019-06-11	75	40	0.01	0.0
2019-06-12	79	41	0.00	0.0
2019-06-13	79	41	T	0.0
2019-06-14	79	41	0.02	0.0
2019-06-15	80	41	0.00	0.0
2019-06-16	71	41	0.00	0.0
2019-06-17	71	47	T	0.0
2019-06-18	73	43	0.62	0.0
2019-06-19	73	42	T	0.0
2019-06-20	76	44	0.00	0.0
2019-06-21	78	51	0.00	0.0
2019-06-22	78	44	0.00	0.0
2019-06-23	66	34	0.14	0.0
2019-06-24	65	37	0.00	0.0
2019-06-25	72	40	0.00	0.0
2019-06-26	77	45	0.00	0.0
2019-06-27	80	43	0.00	0.0
2019-06-28	83	43	0.00	0.0
2019-06-29	86	43	T	0.0
2019-06-30	81	52	0.00	0.0
2019-07-01	82	50	0.10	0.0
2019-07-02	75	43	0.03	0.0
2019-07-03	76	45	0.00	0.0
2019-07-04	82	45	0.00	0.0
2019-07-05	84	45	0.00	0.0
2019-07-06	85	49	0.00	0.0
2019-07-07	75	44	0.00	0.0
2019-07-08	75	44	T	0.0
2019-07-09	75	44	0.08	0.0
2019-07-10	81	44	0.00	0.0
2019-07-11	85	50	0.00	0.0
2019-07-12	81	48	T	0.0
2019-07-13	85	52	0.00	0.0
2019-07-14	83	52	0.00	0.0
2019-07-15	81	49	1.54	0.0
2019-07-16	82	49	0.00	0.0
2019-07-17	80	50	0.09	0.0
2019-07-18	85	50	0.00	0.0
2019-07-19	84	55	0.00	0.0
2019-07-20	85	50	0.00	0.0
2019-07-21	82	50	T	0.0
2019-07-22	84	50	0.00	0.0
2019-07-23	77	46	0.00	0.0
2019-07-24	78	47	0.03	0.0
2019-07-25	81	49	0.01	0.0
2019-07-26	78	53	0.01	0.0
2019-07-27	79	50	0.03	0.0
2019-07-28	79	50	0.28	0.0
2019-07-29	81	49	0.00	0.0
2019-07-30	83	48	0.00	0.0
2019-07-31	79	49	0.00	0.0
2019-08-01	83	51	0.06	0.0
2019-08-02	83	50	0.16	0.0
2019-08-03	81	52	0.00	0.0
2019-08-04	81	51	0.00	0.0
2019-08-05	78	51	T	0.0
2019-08-06	82	51	0.00	0.0
2019-08-07	82	50	T	0.0
2019-08-08	82	50	0.00	0.0
2019-08-09	80	49	0.11	0.0
2019-08-10	80	49	0.08	0.0
2019-08-11	77	51	0.13	0.0
2019-08-12	69	48	0.79	0.0
2019-08-13	77	48	0.01	0.0
2019-08-14	78	49	0.00	0.0
2019-08-15	81	48	0.00	0.0
2019-08-16	81	47	0.00	0.0
2019-08-17	77	43	0.00	0.0
2019-08-18	81	43	0.00	0.0
2019-08-19	83	48	0.00	0.0
2019-08-20	82	47	0.00	0.0
2019-08-21	85	47	T	0.0
2019-08-22	75	43	T	0.0
2019-08-23	76	41	T	0.0
2019-08-24	76	41	0.07	0.0
2019-08-25	81	48	0.00	0.0
2019-08-26	89	47	0.00	0.0
2019-08-27	88	44	0.00	0.0
2019-08-28	82	44	0.00	0.0
2019-08-29	88	44	0.00	0.0
2019-08-30	84	47	0.00	0.0
2019-08-31	85	49	T	0.0
2019-09-01	85	47	T	0.0
2019-09-02	82	46	0.00	0.0
2019-09-03	84	48	0.00	0.0
2019-09-04	85	50	0.00	0.0
2019-09-05	84	48	0.00	0.0
2019-09-06	86	48	0.00	0.0
2019-09-07	80	52	0.00	0.0
2019-09-08	80	43	0.19	0.0
2019-09-09	69	44	0.08	0.0
2019-09-10	77	42	0.00	0.0
2019-09-11	75	43	0.08	0.0
2019-09-12	72	34	T	0.0
2019-09-13	70	34	0.00	0.0
2019-09-14	77	38	0.00	0.0
2019-09-15	78	40	0.00	0.0
2019-09-16	78	40	0.06	0.0
2019-09-17	71	46	0.02	0.0
2019-09-18	74	40	0.00	0.0
2019-09-19	76	40	0.00	0.0
2019-09-20	77	40	0.00	0.0
2019-09-21	77	46	0.00	0.0
2019-09-22	72	31	0.00	0.0
2019-09-23	71	31	0.00	0.0
2019-09-24	67	36	0.00	0.0
2019-09-25	73	36	0.00	0.0
2019-09-26	75	39	0.00	0.0
2019-09-27	78	40	0.00	0.0
2019-09-28	74	37	0.09	0.0
2019-09-29	74	36	0.00	0.0
2019-09-30	74	36	T	0.0
2019-10-01	75	30	0.00	0.0
2019-10-02	74	31	0.00	0.0
2019-10-03	69	29	0.00	0.0
2019-10-04	70	28	0.07	0.0
2019-10-05	70	28	0.00	0.0
2019-10-06	70	28	0.00	0.0
2019-10-07	65	25	0.00	0.0
2019-10-08	65	26	0.00	0.0
2019-10-09	71	27	0.00	0.0
2019-10-10	67	26	0.00	0.0
2019-10-11	67	32	0.00	0.0
2019-10-12	52	6	0.00	0.0
2019-10-13	60	15	0.00	0.0
2019-10-14	61	19	0.00	0.0
2019-10-15	66	19	0.00	0.0
2019-10-16	65	27	0.00	0.0
2019-10-17	66	27	0.00	0.0
2019-10-18	67	29	0.00	0.0
2019-10-19	56	20	0.03	0.0
2019-10-20	56	21	0.00	0.0
2019-10-21	56	14	0.00	0.0
2019-10-22	45	15	0.00	0.0
2019-10-23	54	17	0.00	0.0
2019-10-24	56	17	0.28	4.8
2019-10-25	56	14	0.00	0.0
2019-10-26	56	11	0.00	0.0
2019-10-27	57	20	0.00	0.0
2019-10-28	59	24	T	T
2019-10-29	59	17	T	T
2019-10-30	59	8	0.03	0.9
2019-10-31	28	2	0.00	0.0
2019-11-01	39	2	0.00	0.0
2019-11-02	48	9	0.00	0.0
2019-11-03	49	13	0.00	0.0
2019-11-04	54	17	0.00	0.0
2019-11-05	56	18	0.00	0.0
2019-11-06	56	23	0.00	0.0
2019-11-07	56	18	0.00	0.0
2019-11-08	55	16	0.00	0.0
2019-11-09	55	16	0.00	0.0
2019-11-10	58	19	0.00	0.0
2019-11-11	55	22	0.00	0.0
2019-11-12	54	6	0.00	0.0
2019-11-13	45	7	0.00	0.0
2019-11-14	52	16	0.00	0.0
2019-11-15	51	17	0.00	0.0
2019-11-16	52	17	0.00	0.0
2019-11-17	54	20	0.00	0.0
2019-11-18	52	21	0.00	0.0
2019-11-19	58	19	0.00	0.0
2019-11-20	53	26	0.00	0.0
2019-11-21	53	23	T	0.0
2019-11-22	41	25	0.02	0.0
2019-11-23	42	14	0.00	0.0
2019-11-24	43	14	0.00	0.0
2019-11-25	44	10	0.00	0.0
2019-11-26	45	12	0.03	0.6
2019-11-27	30	-0	0.00	0.0
2019-11-28	27	4	0.03	0.5
2019-11-29	28	22	0.21	3.1
2019-11-30	34	13	0.05	1.6
2019-12-01	33	-1	0.00	0.0
2019-12-02	33	1	0.00	0.0
2019-12-03	23	12	0.00	0.0
2019-12-04	39	14	0.00	0.0
2019-12-05	43	15	0.00	0.0
2019-12-06	43	15	T	T
2019-12-07	39	14	0.00	0.0
2019-12-08	39	14	0.00	0.0
2019-12-09	34	14	T	T
2019-12-10	39	8	0.00	0.0
2019-12-11	34	9	0.00	0.0
2019-12-12	34	11	0.00	0.0
2019-12-13	39	13	T	T
2019-12-14	44	14	0.00	0.0
2019-12-15	43	14	0.42	6.3
2019-12-16	27	13	0.35	4.1
2019-12-17	27	-10	0.00	0.0
2019-12-18	10	-16	0.00	0.0
2019-12-19	13	-16	0.00	0.0
2019-12-20	17	-9	0.00	0.0
2019-12-21	19	-9	0.00	0.0
2019-12-22	25	-5	0.00	0.0
2019-12-23	21	-4	0.00	0.0
2019-12-24	25	-0	0.00	0.0
2019-12-25	29	1	0.00	0.0
2019-12-26	31	-1	T	T
2019-12-27	28	-0	0.03	0.8
2019-12-28	25	7	0.12	1.5
2019-12-29	29	-2	T	0.3
2019-12-30	21	-16	0.00	0.0
2019-12-31	12	-13	0.00	0.0
